No,Intencao,Pergunta,Resposta
1224,Consultas e informações gerais,meu e agora consigo minha conta desde agradeço,Bom dia Você esqueceu a senha de acesso ao seu aplicativo? Você tem acesso a esse email (xxxxx@aaa.com) ?
1225,Consultas e informações gerais,Como enviar dinheiro do Japão? Como posso me inscrever no serviço de remessa?,"Para se inscrever, basta fazer download do aplicativo, inserir os seus dados, tirar foto do seu documento e uma selfie. Pronto! Vamos verificar as informações e validar a sua inscrição.  App Store (iOS): https://apps.apple.com/br/app/brastel-remit-send-money/id1294541529?ls=1  Google Play (Android): https://play.google.com/store/apps/details?id=com.brastelremit&hl=pt_BR -------"
1226,Transações e envios,Eu remessa ontem no 51.480 ienes pra ser depositado na de AAA MMM ok,"Bom dia, Vamos processar sua remessa"
1227,Transações e envios,Oi bom dia Gostaria de fazer a remessa para LL MMM Banco do ZZZZ!,"Bom dia,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
1228,,Olá Boa Sobre o e-mail recebido em que o não recebeu remessa por estar faltando o número da agência e no dizia se conta quem era o titular. Então foi corrigido esse sobre o da agência e foi depositado o valor remetido. próxima remessa será depositado no Brasil ou o beneficiário terá que outra conta como titular? essa conta é,"Caso os dados bancários da beneficiária VVV foi corrigidos, as próximas remessas ocorrerão normalmente. Ela não precisa criar um titular de conta. Qualquer dúvida estamos à disposição.  Obrigada."
1229,Transações e envios,Bom dia Favor depositar no saldo. Vou fazer a remessa pelo aplicativo Obrigada,"Bom dia! O valor já consta em seu aplicativo. Caso deseje, para depositar diretamente para o app, o senhor pode seguir o passo a passo do aplicativo: Menu -> Instruções de depósito -> Transferência bancária -> JP Bank"
1230,Transações e envios,Boa tarde Acabei de fazer a transferência de Total de 45Yenes,Boa tarde
1230,Transações e envios,Boa tarde Acabei de fazer a de Total de 45Yenes Boa tarde Poderia fazer a remessa de 22yenes para o BB RR obrigado E de para o AAA MMM caixa econômica federal Obrigado,Iremos processar a sua solicitacao. Muito obrigada e otima tarde.
1230,Transações e envios,"Boa tarde Acabei de fazer a transferência de 22+23, Total de 45Yenes Boa tarde Poderia fazer a remessa de 22yenes para o BB RR obrigado E de 23yenes para o AAA MMM caixa econômica Obrigado Iremos processar a solicitacao. Muito obrigada e otima Obrigado boa noite Deus abençoe",Qualquer dúvida estamos à disposição. Obrigado.
1231,Transações e envios,"noite, fiz uma transferência yenes, LLL NNN Arigatou",Obrigado pela confirmação! Vamos processar a sua remessa.
1231,Consultas e informações gerais,"Boa fiz uma transferência de 30.000 yenes, é pra LLL NNN . Arigatou Obrigado pela confirmação! Vamos processar a sua remessa. confirma deu em real? ""Bom dia! Me confirma o valor dessa de ontem por favor ""","Bom dia. Ir chegar o valor de BRL 960.96 reais. Perdao, pela nova cotacao, chegara o valor de BRL 965.81. Qualquer dúvida estamos à disposição. Obrigado. Um otimo dia"
1232,Transações e envios,"Boa tarde Meu filho fez um depósito (R W) na minha conta da no valor de 50 mil yen, porém não consta no da conta Brastel fez via app do correio e tenha esquecido de digitar código de depósito que é 10729102 ele esta com um problema no cartão e não conseguiu fazer pelo atm acabou pelo primeira vez via app Como vocês podem me ajudar?""","Bom dia Por favor,poderia informar o nome completo?"
1232,Transações e envios,"Boa tarde Meu um depósito W) na conta da Brastel no valor de 50 mil yen, porém não consta no da conta Brastel ""Ele fez via app do banco do correio e provavelmente tenha esquecido de digitar o de depósito que Como ele esta com um problema no cartão e fazer atm acabou fazendo pelo vez app Como vocês podem ajudar?"" dia Por favor,poderia informar o nome completo? Meu filho é R W Eu H W",Você poderia enviar uma captura de tela com mais detalhes mostrando o nome completo e o número da conta da transação?
1232,Transações e envios,"Boa tarde Meu fez um depósito (R W) na minha conta da Brastel no valor de 50 mil yen, porém não no da conta Brastel ""Ele fez via app do banco do correio e provavelmente tenha esquecido de digitar o código de que é 10729102 Como com um problema no cartão e fazer pelo atm acabou fazendo primeira via app vocês podem me ajudar?"" Bom dia Por favor,poderia informar nome completo? Meu filho é R W Eu H Você poderia uma captura de tela com mais detalhes mostrando o nome completo e número da conta da transação? Da conta",Sim 
1232,Transações e envios,"Meu filho fez um depósito (R minha conta da Brastel no valor de mil yen, porém não consta saldo da conta Brastel ""Ele fez via app do banco do correio e provavelmente esquecido de código de depósito que é Como ele esta com problema no cartão não fazer pelo acabou fazendo pelo primeira vez via Como vocês podem me ajudar?"" Bom dia Por favor,poderia informar o nome completo? Meu filho é W Eu H W Você poderia enviar captura de tela com detalhes mostrando o nome completo e o número da conta da transação? Da conta dele? Sim Vai demorar um porque deve estar trabalhando",Quem tem o cadastro na Brastel?
1232,Transações e envios,"Boa tarde Meu filho fez depósito W) na minha conta da Brastel no valor de 50 mil yen, porém não consta no saldo da conta ""Ele fez via do banco do correio provavelmente tenha esquecido de digitar o código de depósito é 10729102 Como ele esta com um problema no cartão não conseguiu fazer pelo atm acabou fazendo pelo via app Como vocês podem me Bom dia Por favor,poderia informar o nome completo? Meu filho é R W H W Você poderia uma captura de tela com mais detalhes mostrando nome completo e o número conta transação? Da conta dele? Sim Vai um pouco porque ele estar trabalhando Quem tem o cadastro na Brastel? Eu H W ""Número conta dele Não tenho o print mas tenho dados""","Precisamos de uma foto da transação, pode ser:  Print da tela da transação com nome completo e número da conta+Foto do cartão ou caderneta bancária?"
1232,Transações e envios,"Boa tarde Meu filho fez um (R W) na minha da Brastel no valor de 50 mil yen, porém não no saldo da Brastel ""Ele fez via banco do correio e provavelmente esquecido de digitar o código de depósito é 10729102 Como ele esta com um problema no cartão não conseguiu fazer pelo atm fazendo pelo primeira vez app Como vocês podem me ajudar?"" Bom dia Por favor,poderia informar o nome Meu filho é R W Eu H W enviar captura de tela com mais mostrando o nome completo e o número da conta da transação? Da conta dele? Sim Vai demorar um porque ele deve estar trabalhando Quem tem cadastro Brastel? Eu W ""Número conta precisa Não tenho o print mas tenho os dados"" Precisamos de uma foto da transação, ser: Print da da transação com nome e número conta+Foto do cartão ou caderneta bancária? Vou pedir pra ele que horas posso enviar?",Ficamos ate as 21 horas
1232,Transações e envios,"Boa Meu filho um depósito (R W) na minha conta da no valor de 50 mil porém não consta no saldo da conta Brastel ""Ele fez via app do banco do correio e provavelmente tenha esquecido de digitar o código de que é 10729102 Como esta com um problema no cartão não conseguiu fazer pelo atm acabou fazendo pelo primeira vez via app Como vocês podem me ajudar?"" Bom dia Por favor,poderia informar nome completo? filho é R W Eu W Você poderia enviar uma captura com mais detalhes o nome completo e o número da da transação? Da conta dele? Sim Vai demorar um pouco porque ele deve estar trabalhando tem o cadastro na Brastel? Eu H W ""Número da conta dele precisa tenho o tenho os dados"" Precisamos de uma foto da transação, pode ser: Print da tela da transação com nome completo e da conta+Foto do cartão ou caderneta bancária? Vou pedir pra Até que horas posso enviar? Ficamos ate as horas",Ficaremos aguardando.
1232,Transações e envios,"Boa tarde filho fez depósito (R W) na minha conta da Brastel no valor de 50 yen, porém não saldo conta ""Ele fez app do banco do e provavelmente tenha esquecido de o código de depósito que 10729102 Como ele esta um problema no cartão e não conseguiu fazer pelo atm acabou fazendo pelo primeira vez via app Como vocês podem me ajudar?"" Bom dia Por favor,poderia informar o nome completo? Meu filho é R W Eu H W Você poderia enviar uma captura de tela com detalhes o nome completo e o número da conta da transação? conta dele? Sim Vai demorar um pouco ele deve estar trabalhando Quem tem o cadastro na Brastel? Eu H W ""Número da conta dele Não print mas tenho dados"" Precisamos de uma foto da transação, pode ser: Print da tela da transação com nome completo e da conta+Foto do cartão ou caderneta bancária? Vou pedir pra Até que horas posso enviar? Ficamos ate as 21 horas Ok aguardando.",Magina
1233,Transações e envios,Favor enviar 500 reais p/ MMM pai. Ou favor colocar no saldo possa enviar. Obrigado na conta,Boa tarde.  Iremos processar a sua solicitacao. O saldo ficara no seu balance do app. Muito obrigada e otima semana.
1234,Problemas de remessa,Oi Tudo bom??? uma remessa já tem uns e até agr não pago… Oq poderia estar fzd??? Acho q errei o número da agência Banco: XXX- Banco AAAAA 328 Conta: xxxxx-x CPF: Nome: Mx Rx Kx,"Boa tarde. Por favor, teria como conferir o numero? Normalmente precisamos de 4 digitos(numeros)"
1234,Problemas de remessa,"Oi Tudo bom??? Fiz remessa já tem dias até agr não foi pago… Oq eu poderia estar fzd??? Acho q errei número da agência XXX- Banco Agência: 328 Conta: xxxxx-x CPF: Nome: Mx Rx tarde. Por favor, como conferir o numero? Normalmente precisamos de",erro ao processar a pergunta
1234,Problemas de remessa,"Oi Tudo bom??? Fiz uma já tem dias e até agr não foi Oq eu poderia estar fzd??? Acho q errei o número agência Banco: Banco AAAAA Agência: 328 Conta: xxxxx-x CPF: xxx.xxx.xxx-xx Nome: Mx Boa tarde. Por favor, teria como conferir Normalmente 4 digitos(numeros) Eu coloquei um 0….",Ou seria 0328 ou 3280
1234,Problemas de remessa,"Oi Tudo Fiz uma remessa já tem uns dias até foi pago… Oq eu poderia estar fzd??? o número da agência Banco: XXX- Banco AAAAA Agência: 328 xxxxx-x CPF: Nome: Rx Kx Boa tarde. Por favor, teria conferir numero? Normalmente precisamos digitos(numeros) Eu coloquei 0…. seria 0328 ou 3280 Ele só me passou 328…",Nao tem 3 digitos somente.
1234,Problemas de remessa,"Oi Tudo bom??? Fiz uma remessa já tem uns dias e agr não foi pago… Oq eu poderia estar fzd??? q errei o número da agência XXX- Banco AAAAA Agência: 328 Conta: xxxxx-x CPF: Mx Rx Kx Boa tarde. favor, como conferir o numero? Normalmente precisamos de 4 digitos(numeros) Eu um Ou seria 0328 ou 3280 Ele só me passou 328… Nao tem 3 digitos somente. Vou verificar com a",Poderia pedir a foto do cartao da conta para podermos verificar?
1234,Problemas de remessa,"Tudo uma remessa uns dias agr foi Oq eu estar fzd??? Acho q errei o número da agência XXX- Banco Agência: 328 xxxxx-x CPF: xxx.xxx.xxx-xx Nome: Mx Rx Kx Boa Por favor, teria como conferir o numero? Normalmente precisamos de 4 digitos(numeros) Eu um 0…. seria 0328 ou 3280 Ele só me passou 328… Nao tem 3 digitos somente. Vou verificar com a pessoa Poderia pedir a foto do cartao da conta para podermos verificar? Ok","Ok. Por favor., Ficaremos no aguardo."
1234,Problemas de remessa,"Oi Tudo bom??? uma remessa já tem uns dias e até foi pago… Oq eu estar fzd??? Acho q errei o número da agência Banco: XXX- AAAAA 328 Conta: xxxxx-x CPF: Nome: Mx Rx Kx Boa tarde. Por favor, teria como conferir o Normalmente precisamos de 4 digitos(numeros) Eu coloquei 0…. Ou seria 0328 ou 3280 Ele só me passou 328… Nao 3 digitos somente. Vou verificar com a pessoa a foto do cartao conta para podermos Ok Ok. Por favor., Ficaremos no aguardo. Diz q é 0328",Você registrou como 3280
1234,Problemas de remessa,"Oi Tudo bom??? uma remessa já tem uns dias e até agr não foi pago… Oq eu poderia estar fzd??? Acho q errei o número da agência Banco: Banco AAAAA Agência: 328 Conta: xxxxx-x xxx.xxx.xxx-xx Nome: Kx Boa favor, teria como o numero? precisamos 4 digitos(numeros) coloquei um 0…. seria ou Ele só me passou 328… Nao tem 3 digitos somente. Vou verificar com a pessoa Poderia pedir a foto do cartao da conta para podermos verificar? Ok Ok. Por favor., Ficaremos no aguardo. q é 0328 Você como 3280 Isso de arrumar… Oq faço agr??",Vamos enviar a correção para o banco fazer o pagamento da sua remessa.
1234,Problemas de remessa,"Tudo Fiz uma já tem dias e até agr não foi pago… Oq poderia fzd??? q o número da agência Banco: XXX- Banco AAAAA Agência: Conta: xxxxx-x CPF: xxx.xxx.xxx-xx Nome: Mx Rx Kx Boa tarde. Por favor, teria conferir o numero? Normalmente de 4 Eu coloquei um 0…. Ou 0328 ou 3280 Ele só me passou 328… Nao tem 3 digitos Vou verificar com a pessoa Poderia pedir foto cartao da conta para podermos verificar? Ok Ok. Por favor., Ficaremos no aguardo. Diz q é 0328 Você como 3280 Isso Acabei de arrumar… Oq agr?? Vamos enviar a correção o banco o pagamento da sua Ok Obrigadae me desculpe pelo transtorno",Imagina! Qualquer dúvida estamos à disposição. Obrigado.
